,Player,Division,Conference,Power5,School,Drafted?,position_pick_number,G,Rec,Rec Yds,Rec TD,Rec Yds/Rec,Rec Yds/G,Rec TD/G
812,Emanuel Thompson,FBS,Sun Belt,N,Troy,N,Undrafted,13,80,820,6,10.2,63.1,0.5
813,Emeka Egbuka,FBS,Big Ten,Y,Ohio St.,N,Undrafted,13,74,1151,10,15.6,88.5,0.8
814,Emeka Emezie,FBS,ACC,Y,NC State,N,Undrafted,49,216,2732,18,12.6,55.8,0.4
815,Emmanuel Butler,FCS,Big Sky,N,Northern Ariz.,N,Undrafted,31,168,2887,31,17.2,93.1,1.0
816,Emmanuel Daigbe,FCS,Big Sky,N,Portland St.,N,Undrafted,12,39,650,7,16.7,54.2,0.6
817,Emmanuel Obajimi,FCS,SoCon,N,Samford,N,Undrafted,22,109,1470,13,13.5,66.8,0.6
818,Equanimeous St. Brown,FBS,FBS Independent,N,Notre Dame,Y,23.0,12,58,961,9,16.6,80.1,0.8
819,Eric Christophel,FCS,MVFC,N,Missouri St.,N,Undrafted,12,29,289,1,10.0,24.1,0.1
820,Eric Johnson,FCS,Patriot,N,Lehigh,N,Undrafted,11,49,613,5,12.5,55.7,0.5
821,Eric Kumah,FBS,ACC,Y,Virginia Tech,N,Undrafted,12,42,559,7,13.3,46.6,0.6
822,Eric McAlister,FBS,Mountain West,N,Boise St.,N,Undrafted,9,47,873,5,18.6,97.0,0.6
823,Eric Shufford,FCS,MVFC,N,South Dakota,N,Undrafted,12,53,699,5,13.2,58.2,0.4
824,Eric Sumlin,FCS,FCS Independent,N,Monmouth,N,Undrafted,12,17,265,1,15.6,22.1,0.1
825,Eric Thomas,FBS,Sun Belt,N,Troy,N,Undrafted,12,66,993,12,15.0,82.8,1.0
826,Eric Ward,FBS,Big 12,Y,Texas Tech,N,Undrafted,13,83,947,8,11.4,72.8,0.6
827,Eric Weatherly,FCS,Patriot,N,Bucknell,N,Undrafted,11,42,603,7,14.4,54.8,0.6
828,Erik Brooks,FBS,Mountain West,N,Fresno St.,N,Undrafted,13,60,788,5,13.1,60.6,0.4
829,Erik Buchanan,FCS,Southland,N,Nicholls,N,Undrafted,9,21,507,5,24.1,56.3,0.6
830,Erik Ezukanma,FBS,Big 12,Y,Texas Tech,Y,18.0,33,136,2117,14,15.6,64.2,0.4
831,Erik Lora,FCS,OVC,N,Eastern Ill.,N,Undrafted,13,123,1544,19,12.6,118.8,1.5
832,Erik Surratt,FCS,NEC,N,Central Conn. St.,N,Undrafted,11,44,561,4,12.8,51.0,0.4
833,Erik Walker,FCS,Big Sky,N,Weber St.,N,Undrafted,12,62,658,3,10.6,54.8,0.2
834,Ernest Celestie,FCS,Southland,N,McNeese,N,Undrafted,13,31,565,5,18.2,43.5,0.4
835,Ervin Philips,FBS,ACC,Y,Syracuse,N,Undrafted,24,179,1726,10,9.6,71.9,0.4
836,Ethan Bolingbroke,FCS,Big Sky,N,Southern Utah,N,Undrafted,11,54,523,2,9.7,47.5,0.2
837,Ethan Fry,FCS,Southland,N,Houston Christian,N,Undrafted,11,40,527,2,13.2,47.9,0.2
838,Eugene Lewis,FBS,Big Ten,Y,Penn St.,N,Undrafted,13,55,751,2,13.7,57.8,0.2
839,Eugene Minter,FCS,OVC,N,Austin Peay,N,Undrafted,9,21,252,4,12.0,28.0,0.4
840,Evan Stewart,FBS,SEC,Y,Texas A&M,N,Undrafted,10,53,649,2,12.2,64.9,0.2
841,Ezell Ruffin,FBS,Mountain West,N,San Diego St.,N,Undrafted,13,68,1136,3,16.7,87.4,0.2
842,Ezeriah Anderson,FCS,CAA,N,Campbell,N,Undrafted,11,36,495,4,13.8,45.0,0.4
843,Fabian McCray,FCS,SWAC,N,Jackson St.,N,Undrafted,11,41,584,4,14.2,53.1,0.4
844,Fatu Moala,FCS,Big Sky,N,Southern Utah,N,Undrafted,13,60,655,1,10.9,50.4,0.1
845,Felton Davis,FBS,Big Ten,Y,Michigan St.,N,Undrafted,13,55,776,9,14.1,59.7,0.7
846,Flynn Nagel,FBS,Big Ten,Y,Northwestern,N,Undrafted,14,68,780,2,11.5,55.7,0.1
847,Fotis Kokosioulis,FCS,Patriot,N,Fordham,N,Undrafted,38,229,2994,35,13.1,78.8,0.9
848,Frank Darby,FBS,Pac-12,Y,Arizona St.,Y,24.0,13,31,616,8,19.9,47.4,0.6
849,Frank Stephens,FCS,Big Sky,N,Northern Colo.,N,Undrafted,9,27,500,5,18.5,55.6,0.6
850,Fransohn Bickley,FBS,MAC,N,Akron,N,Undrafted,12,39,407,2,10.4,33.9,0.2
851,Fred Gladney,FCS,Pioneer,N,Valparaiso,N,Undrafted,6,32,515,5,16.1,85.8,0.8
852,Fred Lee,FBS,MAC,N,Buffalo,N,Undrafted,13,58,692,5,11.9,53.2,0.4
853,Fred Plummer,FCS,SWAC,N,Texas Southern,N,Undrafted,10,34,446,4,13.1,44.6,0.4
854,Fred Ross,FBS,SEC,Y,Mississippi St.,N,Undrafted,26,160,1924,17,12.0,74.0,0.7
855,Fred Trevillion,FBS,Mountain West,N,San Diego St.,N,Undrafted,13,22,598,3,27.2,46.0,0.2
856,Freddie Roberson,FCS,Big Sky,N,Eastern Wash.,N,Undrafted,28,127,2046,16,16.1,73.1,0.6
857,Fredson Salomon,FCS,MVFC,N,Western Ill.,N,Undrafted,11,23,319,1,13.9,29.0,0.1
858,Gabe Atkin,FCS,Pioneer,N,Stetson,N,Undrafted,11,49,659,4,13.4,59.9,0.4
859,Gabe Dunlap,FCS,SWAC,N,Prairie View,N,Undrafted,17,90,826,6,9.2,48.6,0.4
860,Gabe Henderson,FCS,Big South,N,Liberty,N,Undrafted,26,103,1292,7,12.5,49.7,0.3
861,Gabe Macis,FCS,Pioneer,N,Dayton,N,Undrafted,11,34,413,4,12.1,37.5,0.4
862,Gabe Marks,FBS,Pac-12,Y,Washington St.,N,Undrafted,39,267,2893,35,10.8,74.2,0.9
863,Gabriel Davis,FBS,AAC,N,UCF,Y,17.0,24,125,2056,19,16.4,85.7,0.8
864,Gage Larvadain,FBS,MAC,N,Miami (OH),N,Undrafted,36,138,1931,13,14.0,53.6,0.4
865,Garett Maag,FCS,MVFC,N,North Dakota,N,Undrafted,31,125,1673,12,13.4,54.0,0.4
866,Garrett Brown,FBS,Mountain West,N,Air Force,N,Undrafted,12,36,535,6,14.9,44.6,0.5
867,Garrett Cody,FCS,Patriot,N,Fordham,N,Undrafted,11,54,856,7,15.9,77.8,0.6
868,Garrett Diehl,FCS,Pioneer,N,Davidson,N,Undrafted,11,30,274,0,9.1,24.9,0.0
869,Garrett Johnson,FBS,SEC,Y,Kentucky,N,Undrafted,38,133,1818,9,13.7,47.8,0.2
870,Garrett Oakey,FCS,Patriot,N,Colgate,N,Undrafted,23,93,1337,4,14.4,58.1,0.2
871,Garrett Wilson,FBS,Big Ten,Y,Ohio St.,Y,2.0,19,113,1781,18,15.8,93.7,0.9
872,Garris Schwarting,FCS,Big South,N,Charleston So.,N,Undrafted,21,87,1124,9,12.9,53.5,0.4
873,Gary Bryant Jr.,FBS,Pac-12,Y,Southern California,N,Undrafted,10,44,579,7,13.2,57.9,0.7
874,Gary Hunter,FCS,Pioneer,N,Dayton,N,Undrafted,9,36,726,4,20.2,80.7,0.4
875,Gary Jennings Jr,FBS,Big 12,Y,West Virginia,Y,14.0,24,151,2013,14,13.3,83.9,0.6
876,Gary Owens,FCS,MVFC,N,Indiana St.,N,Undrafted,24,105,1373,13,13.1,57.2,0.5
877,Gary Robinson,FCS,SoCon,N,Furman,N,Undrafted,8,24,351,2,14.6,43.9,0.2
878,Gatlin Casey,FCS,Patriot,N,Lehigh,N,Undrafted,34,156,2477,30,15.9,72.9,0.9
879,Gavin Landry,FCS,Southland,N,Northwestern St.,N,Undrafted,6,17,227,1,13.4,37.8,0.2
880,Gehrig Dieter,FBS,MAC,N,Bowling Green,N,Undrafted,14,94,1033,10,11.0,73.8,0.7
881,Gene Coleman II,FCS,CAA,N,Delaware,N,Undrafted,8,44,433,1,9.8,54.1,0.1
882,Geoffrey Jamiel,FCS,Patriot,N,Lehigh,N,Undrafted,11,53,649,1,12.2,59.0,0.1
883,George Pickens,FBS,SEC,Y,Georgia,Y,11.0,22,85,1240,14,14.6,56.4,0.6
884,Gerald Thomas,FCS,Southland,N,Sam Houston,N,Undrafted,28,76,1292,7,17.0,46.1,0.2
885,Geraldo Boldewijn,FBS,Mountain West,N,Boise St.,N,Undrafted,13,39,528,2,13.5,40.6,0.2
886,Geraud Sanders,FBS,Mountain West,N,Air Force,N,Undrafted,13,30,746,7,24.9,57.4,0.5
887,Geremy Davis,FBS,AAC,N,UConn,Y,23.0,12,71,1085,3,15.3,90.4,0.2
888,Geronimo Allison,FBS,Big Ten,Y,Illinois,N,Undrafted,24,106,1480,8,14.0,61.7,0.3
889,Giancarlo Woods,FCS,Big Sky,N,Cal Poly,N,Undrafted,10,50,498,4,10.0,49.8,0.4
890,Gianni Carter,FCS,NEC,N,Duquesne,N,Undrafted,11,51,737,6,14.5,67.0,0.5
891,Graham Walker,FCS,Ivy League,N,Brown,N,Undrafted,20,99,1204,11,12.2,60.2,0.6
892,Grant Dubose,FBS,CUSA,N,Charlotte,Y,30.0,24,126,1684,15,13.4,70.2,0.6
893,Grant Gellatly,FCS,Ivy League,N,Cornell,N,Undrafted,10,91,1224,8,13.5,122.4,0.8
894,Grant Wallace,FCS,Ivy League,N,Yale,N,Undrafted,20,112,1560,7,13.9,78.0,0.4
895,Greg Campbell Jr.,FBS,CUSA,N,UTSA,N,Undrafted,11,58,658,2,11.3,59.8,0.2
896,Greg Dortch,FBS,ACC,Y,Wake Forest,N,Undrafted,20,142,1800,17,12.7,90.0,0.8
897,Greg Hardin,FCS,Big Sky,N,North Dakota,N,Undrafted,11,67,1153,5,17.2,104.8,0.5
898,Greg Thurmond,FCS,SWAC,N,Prairie View,N,Undrafted,9,42,612,2,14.6,68.0,0.2
899,Greg White,FCS,SWAC,N,Grambling,N,Undrafted,11,35,514,3,14.7,46.7,0.3
900,Griff McNabb,FCS,Big Sky,N,Southern Utah,N,Undrafted,13,40,402,2,10.0,30.9,0.2
901,Griffin Norberg,FCS,Pioneer,N,Valparaiso,N,Undrafted,11,57,967,9,17.0,87.9,0.8
902,Gunner Romney,FBS,FBS Independent,N,BYU,N,Undrafted,20,73,1361,5,18.6,68.0,0.2
903,Hakeem Butler,FBS,Big 12,Y,Iowa St.,Y,13.0,26,101,2015,16,20.0,77.5,0.6
904,Hamze El-Zayat,FCS,Patriot,N,Fordham,N,Undrafted,12,63,648,4,10.3,54.0,0.3
905,Harrison Jackson,FCS,CAA,N,Stony Brook,N,Undrafted,12,37,615,7,16.6,51.2,0.6
906,Harry Ballard,FCS,SWAC,N,Ark.-Pine Bluff,N,Undrafted,16,75,1251,13,16.7,78.2,0.8
907,Harry Van Dyne,FCS,MVFC,N,Indiana St.,N,Undrafted,11,43,620,2,14.4,56.4,0.2
908,Hasaan Henderson,FBS,Mountain West,N,Nevada,N,Undrafted,35,126,1646,9,13.1,47.0,0.3
909,Hasise Dubois,FBS,ACC,Y,Virginia,N,Undrafted,27,127,1640,11,12.9,60.7,0.4
910,Hassan Beydoun,FBS,MAC,N,Eastern Mich.,N,Undrafted,18,137,1523,4,11.1,84.6,0.2
911,Hayden Hatten,FCS,Big Sky,N,Idaho,N,Undrafted,24,176,2440,25,13.9,101.7,1.0
912,Hayes Sutton,FCS,Ivy League,N,Brown,N,Undrafted,10,57,530,7,9.3,53.0,0.7
913,Heath Jackson,FBS,MAC,N,Bowling Green,N,Undrafted,13,32,364,3,11.4,28.0,0.2
914,Henderson Gray,FCS,Pioneer,N,Jacksonville,N,Undrafted,18,72,1098,4,15.2,61.0,0.2
915,Hendrix Johnson,FCS,Big Sky,N,Northern Ariz.,N,Undrafted,39,169,2281,15,13.5,58.5,0.4
916,Henry Ruggs III,FBS,SEC,Y,Alabama,Y,1.0,27,86,1487,18,17.3,55.1,0.7
917,Herb Waters,FBS,ACC,Y,Miami (FL),N,Undrafted,25,69,1030,6,14.9,41.2,0.2
918,Hergy Mayala,FBS,AAC,N,UConn,N,Undrafted,10,43,615,7,14.3,61.5,0.7
919,Hi-C Scott,FCS,MVFC,N,Western Ill.,N,Undrafted,24,77,1118,9,14.5,46.6,0.4
920,Holden Willis,FBS,CUSA,N,Middle Tenn.,N,Undrafted,11,46,697,5,15.2,63.4,0.5
921,Hunter Hagdorn,FCS,Ivy League,N,Dartmouth,N,Undrafted,18,100,1247,7,12.5,69.3,0.4
922,Hunter Register,FCS,SWAC,N,Southern U.,N,Undrafted,13,43,610,11,14.2,46.9,0.8
923,Hunter Renfrow,FBS,ACC,Y,Clemson,Y,16.0,14,60,602,3,10.0,43.0,0.2
924,Hunter Sharp,FBS,Mountain West,N,Utah St.,N,Undrafted,25,137,1774,16,12.9,71.0,0.6
925,Hutch White,FBS,Sun Belt,N,Texas St.,N,Undrafted,12,67,618,2,9.2,51.5,0.2
926,Ian Hamilton,FBS,CUSA,N,UTEP,N,Undrafted,25,52,933,3,17.9,37.3,0.1
927,Ian Sadler,FBS,Big 12,Y,Texas Tech,N,Undrafted,10,42,596,3,14.2,59.6,0.3
928,Ife Adeyi,FCS,WAC,N,Sam Houston,N,Undrafted,22,84,1330,13,15.8,60.5,0.6
929,Ify Umodu,FCS,Big Sky,N,Northern Ariz.,N,Undrafted,12,47,692,5,14.7,57.7,0.4
930,Ihmir Smith-Marsette,FBS,Big Ten,Y,Iowa,Y,21.0,13,44,722,5,16.4,55.5,0.4
931,Ike Lewis,FBS,Sun Belt,N,App State,N,Undrafted,13,51,733,8,14.4,56.4,0.6
932,Imani Davis,FBS,MAC,N,Akron,N,Undrafted,13,46,593,3,12.9,45.6,0.2
933,Isaac Blakeney,FBS,ACC,Y,Duke,N,Undrafted,13,47,559,7,11.9,43.0,0.5
934,Isaac White,FCS,MEAC,N,Norfolk St.,N,Undrafted,21,86,1140,14,13.3,54.3,0.7
935,Isaac Zico,FBS,Big Ten,Y,Purdue,N,Undrafted,13,46,743,6,16.2,57.2,0.5
936,Isaiah Bailey,FCS,SWAC,N,Alabama A&M,N,Undrafted,9,34,514,6,15.1,57.1,0.7
937,Isaiah Barnes,FCS,Ivy League,N,Princeton,N,Undrafted,10,36,563,2,15.6,56.3,0.2
938,Isaiah Bond,FBS,SEC,Y,Alabama,N,Undrafted,14,48,668,4,13.9,47.7,0.3
939,Isaiah Burse,FBS,Mountain West,N,Fresno St.,N,Undrafted,13,99,1026,6,10.4,78.9,0.5
940,Isaiah Coulter,FCS,CAA,N,Rhode Island,Y,24.0,23,114,1643,11,14.4,71.4,0.5
941,Isaiah Esdale,FBS,CUSA,N,Rice,N,Undrafted,13,42,544,2,13.0,41.8,0.2
942,Isaiah Ford,FBS,ACC,Y,Virginia Tech,Y,29.0,40,210,2967,24,14.1,74.2,0.6
943,Isaiah Garcia-Castaneda,FBS,FBS Independent,N,New Mexico St.,N,Undrafted,10,37,578,4,15.6,57.8,0.4
944,Isaiah Hamilton,FBS,Mountain West,N,San Jose St.,N,Undrafted,12,43,718,4,16.7,59.8,0.3
945,Isaiah Hodgins,FBS,Pac-12,Y,Oregon St.,Y,30.0,23,145,2047,18,14.1,89.0,0.8
946,Isaiah Johnson-Mack,FBS,Pac-12,Y,Washington St.,N,Undrafted,12,60,555,5,9.2,46.2,0.4
947,Isaiah Jones,FBS,AAC,N,East Carolina,N,Undrafted,38,241,2533,15,10.5,66.7,0.4
948,Isaiah Kepley,FCS,Southland,N,Southeastern La.,N,Undrafted,14,15,283,1,18.9,20.2,0.1
949,Isaiah LeSure,FCS,MVFC,N,Western Ill.,N,Undrafted,10,45,615,4,13.7,61.5,0.4
950,Isaiah McKenzie,FBS,SEC,Y,Georgia,Y,24.0,13,44,633,7,14.4,48.7,0.5
951,Isaiah McKoy,FBS,MAC,N,Kent St.,N,Undrafted,16,82,1325,13,16.2,82.8,0.8
952,Isaiah Neyor,FBS,Mountain West,N,Wyoming,N,Undrafted,13,44,878,12,20.0,67.5,0.9
953,Isaiah Weston,FCS,MVFC,N,UNI,N,Undrafted,24,80,1936,15,24.2,80.7,0.6
954,Isaiah Williams,FBS,Big Ten,Y,Illinois,N,Undrafted,25,164,1770,10,10.8,70.8,0.4
955,Isaiah Winstead,FBS,AAC,N,East Carolina,N,Undrafted,30,167,2147,14,12.9,71.6,0.5
956,Isaiah Wooden,FCS,ASUN,N,Southern Utah,N,Undrafted,22,99,1682,20,17.0,76.5,0.9
957,Isaiah Wright,FBS,AAC,N,Temple,N,Undrafted,13,46,668,4,14.5,51.4,0.3
958,Isaiah Zuber,FBS,Big 12,Y,Kansas St.,N,Undrafted,12,52,619,5,11.9,51.6,0.4
959,Ishmael Zamora,FBS,Big 12,Y,Baylor,N,Undrafted,10,63,809,8,12.8,80.9,0.8
960,Isiah Cox,FBS,MAC,N,Ohio,N,Undrafted,13,39,663,2,17.0,51.0,0.2
961,Isiah Ferguson,FCS,SWAC,N,Ark.-Pine Bluff,N,Undrafted,10,22,349,2,15.9,34.9,0.2
962,Isiah Hennie,FCS,Big Sky,N,Sacramento St.,N,Undrafted,11,48,590,5,12.3,53.6,0.5
963,Isiah Myers,FBS,Pac-12,Y,Washington St.,N,Undrafted,25,115,1397,15,12.1,55.9,0.6
964,Isiah Williams,FCS,NEC,N,Central Conn. St.,N,Undrafted,10,37,487,5,13.2,48.7,0.5
965,Israel Lamprakes,FCS,MVFC,N,Southern Ill.,N,Undrafted,9,32,602,4,18.8,66.9,0.4
966,Izaiah Gathings,FBS,CUSA,N,Middle Tenn.,N,Undrafted,28,157,1872,15,11.9,66.9,0.5
967,Izaiah Hartrup,FCS,MVFC,N,Southern Ill.,N,Undrafted,26,94,1208,9,12.9,46.5,0.3
968,J'Mon Moore,FBS,SEC,Y,Missouri,Y,15.0,25,127,2094,18,16.5,83.8,0.7
969,J.D. McKissic,FBS,Sun Belt,N,Arkansas St.,N,Undrafted,24,134,1291,4,9.6,53.8,0.2
970,J.J. Conner,FCS,Southland,N,Southeastern La.,N,Undrafted,19,96,1172,7,12.2,61.7,0.4
971,J.J. Jones,FBS,ACC,Y,North Carolina,N,Undrafted,13,46,711,3,15.5,54.7,0.2
972,J.J. Koski,FCS,Big Sky,N,Cal Poly,N,Undrafted,22,75,1534,12,20.5,69.7,0.5
973,J.J. Worton,FBS,AAC,N,UCF,N,Undrafted,13,47,721,7,15.3,55.5,0.5
974,J.Michael Sturdivant,FBS,Pac-12,Y,UCLA,N,Undrafted,25,101,1352,11,13.4,54.1,0.4
975,JD Falslev,FBS,FBS Independent,N,BYU,N,Undrafted,11,34,313,3,9.2,28.5,0.3
976,JD Spielman,FBS,Big Ten,Y,Nebraska,N,Undrafted,33,170,2546,15,15.0,77.2,0.5
977,JJ Arcega-Whiteside,FBS,Pac-12,Y,Stanford,Y,5.0,24,111,1840,23,16.6,76.7,1.0
978,JJ Jenkins,FCS,Ivy League,N,Columbia,N,Undrafted,10,36,535,4,14.9,53.5,0.4
979,JJ Nelson,FBS,CUSA,N,UAB,Y,21.0,12,35,655,4,18.7,54.6,0.3
980,JP Richardson,FBS,Big 12,Y,TCU,N,Undrafted,12,46,536,3,11.7,44.7,0.2
981,JP Shohfi,FCS,Ivy League,N,Yale,N,Undrafted,18,117,1848,16,15.8,102.7,0.9
982,JT Mesch,FCS,Pioneer,N,Butler,N,Undrafted,13,40,332,1,8.3,25.5,0.1
983,JT Palmer,FCS,SoCon,N,Mercer,N,Undrafted,20,69,981,12,14.2,49.0,0.6
984,Ja'Corey Brooks,FBS,SEC,Y,Alabama,N,Undrafted,13,39,674,8,17.3,51.8,0.6
985,Ja'Deion High,FBS,Big 12,Y,Texas Tech,N,Undrafted,12,62,804,4,13.0,67.0,0.3
986,Ja'Lynn Polk,FBS,Pac-12,Y,Washington,Y,10.0,28,110,1853,15,16.8,66.2,0.5
987,Ja'Marcus Bradley,FBS,Sun Belt,N,Louisiana,N,Undrafted,28,100,1514,20,15.1,54.1,0.7
988,Ja'Marr Chase,FBS,SEC,Y,LSU,Y,1.0,14,84,1780,20,21.2,127.1,1.4
989,Ja'Mori Maclin,FBS,AAC,N,North Texas,N,Undrafted,12,57,1004,11,17.6,83.7,0.9
990,Ja'Vonta Swinton,FCS,Pioneer,N,Stetson,N,Undrafted,11,38,484,0,12.7,44.0,0.0
991,Ja'seem Reed,FCS,Pioneer,N,San Diego,N,Undrafted,11,56,778,2,13.9,70.7,0.2
992,Ja-Mes Logan,FBS,SEC,Y,Ole Miss,N,Undrafted,12,44,583,3,13.2,48.6,0.2
993,JaCorey Sullivan,FBS,MAC,N,Central Mich.,N,Undrafted,24,106,1495,13,14.1,62.3,0.5
994,Jaaron Hayek,FCS,CAA,N,Villanova,N,Undrafted,25,87,1341,17,15.4,53.6,0.7
995,Jabari Allen,FCS,CAA,N,Towson,N,Undrafted,12,53,751,8,14.2,62.6,0.7
996,Jabari Greenwood,FCS,CAA,N,Towson,N,Undrafted,10,53,616,0,11.6,61.6,0.0
997,Jabre Barber,FBS,Sun Belt,N,Troy,N,Undrafted,14,75,999,5,13.3,71.4,0.4
998,Jabri Ridenhour,FCS,Pioneer,N,Campbell,N,Undrafted,23,75,882,5,11.8,38.3,0.2
999,Jace Davis,FCS,Big Sky,N,Northern Colo.,N,Undrafted,8,44,673,5,15.3,84.1,0.6
1000,Jacen Murphy,FCS,MEAC,N,N.C. Central,N,Undrafted,11,60,742,5,12.4,67.5,0.5
1001,Jack Euritt,FCS,Pioneer,N,Dayton,N,Undrafted,22,61,1012,8,16.6,46.0,0.4
1002,Jack Sorenson,FBS,MAC,N,Miami (OH),N,Undrafted,36,173,2716,16,15.7,75.4,0.4
1003,Jackson Anthrop,FBS,Big Ten,Y,Purdue,N,Undrafted,13,53,570,5,10.8,43.8,0.4
1004,Jackson Beerman,FCS,OVC,N,Eastern Ky.,N,Undrafted,7,27,482,1,17.9,68.9,0.1
1005,Jackson King,FCS,NEC,N,Sacred Heart,N,Undrafted,11,32,474,2,14.8,43.1,0.2
1006,Jackson Parham,FCS,CAA,N,Elon,N,Undrafted,21,107,1494,5,14.0,71.1,0.2
1007,Jacob Bell,FCS,OVC,N,Murray St.,N,Undrafted,7,21,305,1,14.5,43.6,0.1
1008,Jacob Birmelin,FCS,Ivy League,N,Princeton,N,Undrafted,20,124,1551,6,12.5,77.6,0.3
1009,Jacob Copeland,FBS,SEC,Y,Florida,N,Undrafted,24,64,1077,7,16.8,44.9,0.3
1010,Jacob Cowing,FBS,Pac-12,Y,Arizona,Y,20.0,46,285,3927,30,13.8,85.4,0.7
1011,Jacob De Jesus,FBS,Mountain West,N,UNLV,N,Undrafted,14,60,606,2,10.1,43.3,0.1
1012,Jacob Harris,FBS,AAC,N,UCF,Y,20.0,10,30,539,8,18.0,53.9,0.8
1013,Jacob Sannon,FBS,Sun Belt,N,Idaho,N,Undrafted,12,59,608,1,10.3,50.7,0.1
1014,Jacob Sharp,FCS,Big Sky,N,Weber St.,N,Undrafted,12,35,546,3,15.6,45.5,0.2
1015,Jacoby Anderson,FCS,SWAC,N,Prairie View,N,Undrafted,12,47,573,2,12.2,47.8,0.2
1016,Jacoby Jones,FBS,MAC,N,Ohio,N,Undrafted,14,45,777,6,17.3,55.5,0.4
1017,Jacolby George,FBS,ACC,Y,Miami (FL),N,Undrafted,13,57,864,8,15.2,66.5,0.6
1018,Jacolby Hewitt,FCS,SWAC,N,Alabama A&M,N,Undrafted,9,32,516,4,16.1,57.3,0.4
1019,Jacory Rankin,FCS,SWAC,N,Mississippi Val.,N,Undrafted,11,42,682,4,16.2,62.0,0.4
1020,Jacquez Jones,FCS,OVC,N,Eastern Ky.,N,Undrafted,9,40,578,4,14.4,64.2,0.4
1021,Jacquille Veii,FCS,CAA,N,Towson,N,Undrafted,10,44,505,0,11.5,50.5,0.0
1022,Jadakis Bonds,FCS,CAA,N,Hampton,N,Undrafted,33,173,2571,30,14.9,77.9,0.9
1023,Jadan Blue,FBS,AAC,N,Temple,N,Undrafted,19,136,1438,9,10.6,75.7,0.5
1024,Jaden Smith,FCS,ASUN,N,Eastern Ky.,N,Undrafted,23,135,1531,11,11.3,66.6,0.5
1025,Jaden Walley,FBS,SEC,Y,Mississippi St.,N,Undrafted,24,107,1346,8,12.6,56.1,0.3
1026,Jadon Haselwood,FBS,SEC,Y,Arkansas,N,Undrafted,12,59,704,3,11.9,58.7,0.2
1027,Jadon Janke,FCS,MVFC,N,South Dakota St.,N,Undrafted,53,170,2800,29,16.5,52.8,0.5
1028,Jaelen Gill,FBS,ACC,Y,Boston College,N,Undrafted,11,29,435,1,15.0,39.5,0.1
1029,Jaelen Strong,FBS,Pac-12,Y,Arizona St.,Y,10.0,26,157,2287,17,14.6,88.0,0.7
1030,Jaelin Campbell,FCS,Southland,N,UIW,N,Undrafted,15,55,778,4,14.1,51.9,0.3
1031,Jaelin Ratliff,FCS,Big Sky,N,Sacramento St.,N,Undrafted,10,25,663,4,26.5,66.3,0.4
1032,Jaelon Acklin,FCS,MVFC,N,Western Ill.,N,Undrafted,12,84,1369,10,16.3,114.1,0.8
1033,Jaelon Darden,FBS,CUSA,N,North Texas,Y,18.0,34,198,2501,35,12.6,73.6,1.0
1034,Jah'Marae Sheread,FCS,SWAC,N,Florida A&M,N,Undrafted,36,151,1704,15,11.3,47.3,0.4
1035,Jahan Dotson,FBS,Big Ten,Y,Penn St.,Y,5.0,21,143,2066,20,14.4,98.4,1.0
1036,Jahcour Pearson,FBS,CUSA,N,Western Ky.,N,Undrafted,13,76,804,7,10.6,61.8,0.5
1037,Jahdae Walker,FBS,SEC,Y,Texas A&M,N,Undrafted,13,35,590,2,16.9,45.4,0.2
1038,Jahmal Banks,FBS,ACC,Y,Wake Forest,N,Undrafted,24,101,1289,13,12.8,53.7,0.5
1039,Jahmal Edrine,FBS,CUSA,N,Fla. Atlantic,N,Undrafted,11,39,570,6,14.6,51.8,0.5
1040,Jahod Booker,FCS,SWAC,N,Alabama St.,N,Undrafted,5,18,252,2,14.0,50.4,0.4
1041,Jailon Howard,FCS,SWAC,N,Prairie View,N,Undrafted,12,24,538,5,22.4,44.8,0.4
1042,Jairus Moll,FCS,SWAC,N,Jackson St.,N,Undrafted,11,34,485,6,14.3,44.1,0.5
1043,Jaivon Heiligh,FBS,Sun Belt,N,Coastal Carolina,N,Undrafted,25,131,2126,17,16.2,85.0,0.7
1044,Jakari Dillard,FCS,Southland,N,Central Ark.,N,Undrafted,11,36,745,7,20.7,67.7,0.6
1045,Jakarius Caston,FBS,Sun Belt,N,Southern Miss.,N,Undrafted,12,33,621,6,18.8,51.8,0.5
1046,Jake Bailey,FBS,CUSA,N,Rice,N,Undrafted,11,56,714,2,12.8,64.9,0.2
1047,Jake Bobo,FBS,Pac-12,Y,UCLA,N,Undrafted,25,131,1611,8,12.3,64.4,0.3
1048,Jake DeCicco,FCS,Patriot,N,Georgetown,N,Undrafted,22,103,1151,5,11.2,52.3,0.2
1049,Jake Maulhardt,FBS,Mountain West,N,Wyoming,N,Undrafted,26,96,1267,12,13.2,48.7,0.5
1050,Jake Raymond,FCS,Pioneer,N,Morehead St.,N,Undrafted,46,272,2907,19,10.7,63.2,0.4
1051,Jake Wieczorek,FCS,Patriot,N,Holy Cross,N,Undrafted,23,105,1399,10,13.3,60.8,0.4
1052,Jake Wieneke,FCS,MVFC,N,South Dakota St.,N,Undrafted,53,288,5157,59,17.9,97.3,1.1
1053,Jakeem Grant,FBS,Big 12,Y,Texas Tech,Y,18.0,37,222,3002,24,13.5,81.1,0.6
1054,Jakob Herres,FCS,CAA,N,Richmond,N,Undrafted,33,229,3027,22,13.2,91.7,0.7
