,Player,Division,Conference,Power5,School,Drafted?,position_pick_number,G,Rush,Rush Yds,Rush TD,Rush Yds/Att,Rush Yds/G,Rush TD/G
1225,Kelvin Bennett,FCS,Southland,N,McNeese,N,Undrafted,12,108,774,4,7.2,64.5,0.3
1226,Kelvin Dean,FCS,SWAC,N,Florida A&M,N,Undrafted,13,73,376,3,5.2,28.9,0.2
1227,Kelvin Taylor,FBS,SEC,Y,Florida,Y,15.0,36,486,2108,23,4.3,58.6,0.6
1228,Kelvin York,FBS,Pac-12,Y,Utah,N,Undrafted,9,118,463,6,3.9,51.4,0.7
1229,Ken Malcome,FCS,MVFC,N,Southern Ill.,N,Undrafted,12,99,277,5,2.8,23.1,0.4
1230,Kendall Brock,FBS,Mountain West,N,Nevada,N,Undrafted,11,185,812,10,4.4,73.8,0.9
1231,Kendall Bussey,FCS,Southland,N,Nicholls,N,Undrafted,13,127,563,4,4.4,43.3,0.3
1232,Kendall Houston,FBS,Sun Belt,N,South Alabama,N,Undrafted,13,139,705,2,5.1,54.2,0.2
1233,Kendall Milton,FBS,SEC,Y,Georgia,N,Undrafted,26,206,1382,22,6.7,53.2,0.8
1234,Kendall Morris,FCS,OVC,N,Austin Peay,N,Undrafted,11,143,695,5,4.9,63.2,0.5
1235,Kendall Pearcey,FCS,Patriot,N,Fordham,N,Undrafted,14,87,592,6,6.8,42.3,0.4
1236,Kendell Anderson,FCS,CAA,N,William & Mary,N,Undrafted,35,523,2768,29,5.3,79.1,0.8
1237,Kendre Miller,FBS,Big 12,Y,TCU,Y,4.0,33,361,2410,26,6.7,73.0,0.8
1238,Kendrell FLOWERS,FCS,MEAC,N,South Carolina St.,N,Undrafted,4,40,194,1,4.8,48.5,0.2
1239,Kendrell Flowers,FCS,MEAC,N,South Carolina St.,N,Undrafted,12,168,857,10,5.1,71.4,0.8
1240,Kendric Rhymes,FCS,SWAC,N,Southern U.,N,Undrafted,11,121,660,9,5.5,60.0,0.8
1241,Kendrick Foster,FBS,Big Ten,Y,Illinois,N,Undrafted,12,126,720,7,5.7,60.0,0.6
1242,Kendrick Hardy,FBS,CUSA,N,Southern Miss.,N,Undrafted,10,93,419,2,4.5,41.9,0.2
1243,Kene Nwangwu,FBS,Big 12,Y,Iowa St.,Y,6.0,12,61,339,4,5.6,28.2,0.3
1244,Kenji Christian,FCS,CAA,N,N.C. A&T,N,Undrafted,11,133,716,6,5.4,65.1,0.5
1245,Kenn James,FCS,Pioneer,N,San Diego,N,Undrafted,11,108,697,4,6.5,63.4,0.4
1246,Kennedy Brooks,FBS,Big 12,Y,Oklahoma,N,Undrafted,38,472,3320,31,7.0,87.4,0.8
1247,Kennedy McKoy,FBS,Big 12,Y,West Virginia,N,Undrafted,24,270,1398,15,5.2,58.2,0.6
1248,Kenneith Lacy,FCS,Southland,N,Northwestern St.,N,Undrafted,11,95,435,4,4.6,39.5,0.4
1249,Kenneth Dixon,FBS,CUSA,N,Louisiana Tech,Y,6.0,35,601,3286,45,5.5,93.9,1.3
1250,Kenneth Farrow,FBS,AAC,N,Houston,N,Undrafted,36,474,2509,32,5.3,69.7,0.9
1251,Kenneth Gainwell,FBS,AAC,N,Memphis,Y,9.0,14,231,1459,13,6.3,104.2,0.9
1252,Kenneth Walker III,FBS,Big Ten,Y,Michigan St.,Y,2.0,33,480,2794,35,5.8,84.7,1.1
1253,Kenny Harper,FBS,AAC,N,Temple,N,Undrafted,12,136,613,9,4.5,51.1,0.8
1254,Kenny McIntosh,FBS,SEC,Y,Georgia,Y,17.0,15,150,829,10,5.5,55.3,0.7
1255,Kenny Williams,FBS,Big 12,Y,Texas Tech,N,Undrafted,13,125,497,8,4.0,38.2,0.6
1256,Kenny Young,FBS,MAC,N,Miami (OH),N,Undrafted,24,233,1338,8,5.7,55.8,0.3
1257,Kentel Williams,FCS,OVC,N,Austin Peay,N,Undrafted,33,382,2400,20,6.3,72.7,0.6
1258,Kenyan Drake,FBS,SEC,Y,Alabama,Y,3.0,12,92,694,8,7.5,57.8,0.7
1259,Keon Williams,FCS,SoCon,N,Chattanooga,N,Undrafted,21,343,1724,23,5.0,82.1,1.1
1260,Keonte Lucas,FCS,NEC,N,Central Conn. St.,N,Undrafted,11,96,529,4,5.5,48.1,0.4
1261,Kerrith Whyte Jr,FBS,CUSA,N,Fla. Atlantic,Y,22.0,12,134,866,8,6.5,72.2,0.7
1262,Kerryon Johnson,FBS,SEC,Y,Auburn,Y,6.0,24,467,2286,29,4.9,95.2,1.2
1263,Keshaudas Spence,FCS,NEC,N,Sacred Heart,N,Undrafted,25,478,2449,17,5.1,98.0,0.7
1264,Keshawn Hill,FCS,Southland,N,Sam Houston,N,Undrafted,29,276,1686,26,6.1,58.1,0.9
1265,Keshawn Wicks,FBS,Sun Belt,N,Old Dominion,N,Undrafted,11,120,589,4,4.9,53.5,0.4
1266,Keshawn Williams,FCS,SWAC,N,Ark.-Pine Bluff,N,Undrafted,9,125,703,7,5.6,78.1,0.8
1267,Kevin Brown,FCS,Southland,N,UIW,N,Undrafted,31,353,2451,20,6.9,79.1,0.6
1268,Kevin Brown Jr.,FCS,CAA,N,Rhode Island,N,Undrafted,3,49,256,4,5.2,85.3,1.3
1269,Kevin Daniels,FCS,Big Sky,N,Northern Ariz.,N,Undrafted,10,185,1146,7,6.2,114.6,0.7
1270,Kevin Dominique,FCS,SWAC,N,Grambling,N,Undrafted,9,96,530,4,5.5,58.9,0.4
1271,Kevin Grooms,FBS,CUSA,N,Marshall,N,Undrafted,10,91,503,6,5.5,50.3,0.6
1272,Kevin Harris,FBS,SEC,Y,South Carolina,Y,17.0,22,337,1797,19,5.3,81.7,0.9
1273,Kevin Johnson,FCS,MEAC,N,Norfolk St.,N,Undrafted,11,86,468,8,5.4,42.5,0.7
1274,Kevin Marks,FBS,MAC,N,Buffalo,N,Undrafted,34,519,2621,28,5.1,77.1,0.8
1275,Kevin Mensah,FBS,AAC,N,UConn,N,Undrafted,35,577,2619,19,4.5,74.8,0.5
1276,Kevin Monangai,FCS,CAA,N,Villanova,N,Undrafted,25,352,1791,17,5.1,71.6,0.7
1277,Kevin Parks,FBS,ACC,Y,Virginia,N,Undrafted,24,416,1776,15,4.3,74.0,0.6
1278,Kevin Perkins,FBS,CUSA,N,Southern Miss.,N,Undrafted,13,103,547,3,5.3,42.1,0.2
1279,Kevin Smith,FCS,Big Sky,N,Weber St.,N,Undrafted,28,281,1232,8,4.4,44.0,0.3
1280,Kevon King,FCS,MEAC,N,Norfolk St.,N,Undrafted,9,90,429,5,4.8,47.7,0.6
1281,Kevon Latulas,FCS,MVFC,N,Missouri St.,N,Undrafted,11,90,625,3,6.9,56.8,0.3
1282,Kevorian Barnes,FBS,AAC,N,UTSA,N,Undrafted,25,282,1560,12,5.5,62.4,0.5
1283,Keylan Brown,FCS,Pioneer,N,Davidson,N,Undrafted,11,128,439,4,3.4,39.9,0.4
1284,Keyon Brooks,FBS,SEC,Y,Vanderbilt,N,Undrafted,6,120,494,2,4.1,82.3,0.3
1285,Keyon Mozee,FBS,MAC,N,Miami (OH),N,Undrafted,13,122,556,4,4.6,42.8,0.3
1286,Keyon Washington,FCS,Patriot,N,Colgate,N,Undrafted,9,156,783,7,5.0,87.0,0.8
1287,Keyshawn Harper,FCS,SWAC,N,Jackson St.,N,Undrafted,11,114,691,4,6.1,62.8,0.4
1288,Keyvone Lee,FBS,Big Ten,Y,Penn St.,N,Undrafted,22,197,968,6,4.9,44.0,0.3
1289,Khairi Dickson,FCS,NEC,N,Saint Francis,N,Undrafted,21,493,2711,20,5.5,129.1,1.0
1290,Khalan Griffin,FCS,Southland,N,Lamar University,N,Undrafted,22,288,1442,11,5.0,65.5,0.5
1291,Khalan Laborn,FBS,Sun Belt,N,Marshall,N,Undrafted,13,302,1513,16,5.0,116.4,1.2
1292,Khalfani Muhammad,FBS,Pac-12,Y,California,Y,23.0,34,313,1858,7,5.9,54.6,0.2
1293,Khalid Abdullah,FCS,CAA,N,James Madison,N,Undrafted,47,673,3678,41,5.5,78.3,0.9
1294,Khalid Thomas,FCS,SWAC,N,Alabama St.,N,Undrafted,33,418,2447,19,5.9,74.2,0.6
1295,Khalil Herbert,FBS,ACC,Y,Virginia Tech,Y,15.0,22,274,1845,12,6.7,83.9,0.5
1296,Khalil Lewis,FCS,Big South,N,Gardner-Webb,N,Undrafted,10,182,955,14,5.2,95.5,1.4
1297,Khory Spruill,FCS,CAA,N,Delaware,N,Undrafted,8,85,350,1,4.1,43.8,0.1
1298,Kierre Crossley,FCS,SWAC,N,Ark.-Pine Bluff,N,Undrafted,43,490,2457,17,5.0,57.1,0.4
1299,Kijana Amous,FCS,Southland,N,SFA,N,Undrafted,11,139,639,7,4.6,58.1,0.6
1300,Kimani Vidal,FBS,Sun Belt,N,Troy,Y,15.0,48,781,4010,33,5.1,83.5,0.7
1301,King Doerue,FBS,Big Ten,Y,Purdue,N,Undrafted,12,135,533,2,3.9,44.4,0.2
1302,King Frazier,FCS,MVFC,N,North Dakota St.,N,Undrafted,44,513,2653,26,5.2,60.3,0.6
1303,Kirvonte Benson,FBS,ACC,Y,Georgia Tech,N,Undrafted,11,204,1053,6,5.2,95.7,0.5
1304,Klartel Claridy,FCS,NEC,N,Duquesne,N,Undrafted,11,95,489,3,5.1,44.5,0.3
1305,Kobe Dillion,FCS,SWAC,N,Southern U.,N,Undrafted,9,87,662,4,7.6,73.6,0.4
1306,Kobe Johnson,FCS,MVFC,N,North Dakota St.,N,Undrafted,48,381,2563,18,6.7,53.4,0.4
1307,Kobe Lewis,FBS,MAC,N,Central Mich.,N,Undrafted,20,287,1542,18,5.4,77.1,0.9
1308,Kobe McCrary,FBS,Big Ten,Y,Minnesota,N,Undrafted,12,94,496,8,5.3,41.3,0.7
1309,Kobe Pace,FBS,ACC,Y,Clemson,N,Undrafted,11,104,641,6,6.2,58.3,0.5
1310,Kobe Young,FCS,CAA,N,Towson,N,Undrafted,11,72,455,3,6.3,41.4,0.3
1311,Kody Sutton,FCS,Southland,N,Southeastern La.,N,Undrafted,37,349,1506,15,4.3,40.7,0.4
1312,Korey Bridy,FCS,SoCon,N,VMI,N,Undrafted,25,367,1481,16,4.0,59.2,0.6
1313,Kori Garcia,FCS,Big Sky,N,Cal Poly,N,Undrafted,35,424,2668,18,6.3,76.2,0.5
1314,Kris Jackson,FCS,Big Sky,N,Weber St.,N,Undrafted,11,113,495,7,4.4,45.0,0.6
1315,Kristaan Ivory,FCS,Big Sky,N,Cal Poly,N,Undrafted,12,172,1113,6,6.5,92.8,0.5
1316,Kurt Odom,FCS,Pioneer,N,Campbell,N,Undrafted,12,101,537,3,5.3,44.8,0.2
1317,Kurt Taylor Jr.,FCS,OVC,N,Tennessee Tech,N,Undrafted,7,68,264,1,3.9,37.7,0.1
1318,Kwabena Asante,FCS,FCS Independent,N,Monmouth,N,Undrafted,12,180,1080,8,6.0,90.0,0.7
1319,Ky Thomas,FBS,Big Ten,Y,Minnesota,N,Undrafted,9,166,824,6,5.0,91.6,0.7
1320,Kye Robichaux,FBS,ACC,Y,Boston College,N,Undrafted,19,236,1276,11,5.4,67.2,0.6
1321,Kylan Watkins,FBS,AAC,N,Memphis,N,Undrafted,11,81,433,1,5.3,39.4,0.1
1322,Kyle Bramble,FCS,Ivy League,N,Dartmouth,N,Undrafted,19,181,992,7,5.5,52.2,0.4
1323,Kyle Glover,FCS,Big South,N,Kennesaw St.,N,Undrafted,17,187,933,3,5.0,54.9,0.2
1324,Kyle Harbridge,FCS,NEC,N,Saint Francis,N,Undrafted,11,270,1619,16,6.0,147.2,1.5
1325,Kyle Hicks,FBS,Big 12,Y,TCU,N,Undrafted,25,342,1679,16,4.9,67.2,0.6
1326,Kyle Lewis,FCS,Big Sky,N,Cal Poly,N,Undrafted,11,61,591,6,9.7,53.7,0.5
1327,Kyle Monangai,FBS,Big Ten,Y,Rutgers,N,Undrafted,13,242,1262,8,5.2,97.1,0.6
1328,Kyle Paris,FCS,MVFC,N,South Dakota St.,N,Undrafted,12,130,428,6,3.3,35.7,0.5
1329,Kyle Parsons,FCS,SoCon,N,Wofford,N,Undrafted,11,105,485,3,4.6,44.1,0.3
1330,Kyle Porter,FBS,AAC,N,Houston,N,Undrafted,18,235,1040,7,4.4,57.8,0.4
1331,Kyle Wilcox,FCS,Ivy League,N,Penn,N,Undrafted,10,102,493,2,4.8,49.3,0.2
1332,Kylin Hill,FBS,SEC,Y,Mississippi St.,Y,18.0,24,359,2084,14,5.8,86.8,0.6
1333,Kylin James,FCS,ASUN,N,Central Ark.,N,Undrafted,22,144,1075,8,7.5,48.9,0.4
1334,Kylum Favorite,FCS,SWAC,N,Southern U.,N,Undrafted,12,43,291,3,6.8,24.2,0.2
1335,Kyran Irvin,FCS,Southland,N,Nicholls,N,Undrafted,10,147,764,8,5.2,76.4,0.8
1336,Kyran Jackson,FCS,Southland,N,Sam Houston,N,Undrafted,11,169,809,8,4.8,73.5,0.7
1337,Kyren Williams,FBS,FBS Independent,N,Notre Dame,Y,15.0,24,415,2127,27,5.1,88.6,1.1
1338,Kyron Cumby,FCS,CAA,N,Delaware,N,Undrafted,22,158,1019,7,6.4,46.3,0.3
1339,L.A. Ramsby,FBS,Sun Belt,N,Ga. Southern,N,Undrafted,25,306,1394,19,4.6,55.8,0.8
1340,L.J. Scott,FCS,OVC,N,Eastern Ky.,N,Undrafted,11,150,780,8,5.2,70.9,0.7
1341,LD Brown,FBS,Big 12,Y,Oklahoma St.,N,Undrafted,9,82,437,2,5.3,48.6,0.2
1342,LJ Johnson Jr.,FBS,AAC,N,SMU,N,Undrafted,11,108,576,4,5.3,52.4,0.4
1343,LJ Scott,FBS,Big Ten,Y,Michigan St.,N,Undrafted,38,531,2591,25,4.9,68.2,0.7
1344,La'Damian Webb,FBS,Sun Belt,N,South Alabama,N,Undrafted,30,465,2443,32,5.3,81.4,1.1
1345,La'Darius Jefferson,FBS,MAC,N,Western Mich.,N,Undrafted,18,297,1460,15,4.9,81.1,0.8
1346,La'Mical Perine,FBS,SEC,Y,Florida,Y,11.0,37,402,2064,21,5.1,55.8,0.6
1347,LaDarius Dickens,FCS,Southland,N,Houston Christian,N,Undrafted,11,100,497,1,5.0,45.2,0.1
1348,LaDarius Galloway,FCS,OVC,N,UT Martin,N,Undrafted,11,136,561,5,4.1,51.0,0.5
1349,LaDarius Owens,FCS,SWAC,N,Texas Southern,N,Undrafted,34,439,2702,22,6.2,79.5,0.6
1350,Lache Seastrunk,FBS,Big 12,Y,Baylor,Y,14.0,11,158,1177,11,7.4,107.0,1.0
1351,Ladarius Galloway,FCS,OVC,N,UT Martin,N,Undrafted,11,172,859,4,5.0,78.1,0.4
1352,Ladarius Perkins,FBS,SEC,Y,Mississippi St.,N,Undrafted,12,137,542,2,4.0,45.2,0.2
1353,Ladarius Vanlier,FCS,OVC,N,Tennessee Tech,N,Undrafted,35,276,1613,12,5.8,46.1,0.3
1354,Ladevin Fair,FCS,OVC,N,UT Martin,N,Undrafted,10,121,585,5,4.8,58.5,0.5
1355,Lajuan Hunt,FBS,Mountain West,N,Utah St.,N,Undrafted,27,280,1368,12,4.9,50.7,0.4
1356,Lamagea McDowell,FCS,CAA,N,Campbell,N,Undrafted,11,127,505,6,4.0,45.9,0.5
1357,Lamarq Caldwell,FBS,CUSA,N,FIU,N,Undrafted,12,144,504,1,3.5,42.0,0.1
1358,Lamont Brown III,FCS,MEAC,N,Morgan St.,N,Undrafted,23,253,1163,7,4.6,50.6,0.3
1359,Lan Larison,FCS,Big Sky,N,UC Davis,N,Undrafted,24,299,1914,21,6.4,79.8,0.9
1360,Lance Dunn,FCS,MVFC,N,North Dakota St.,N,Undrafted,48,514,3028,33,5.9,63.1,0.7
1361,Lane Sumner,FCS,Big Sky,N,Montana St.,N,Undrafted,5,72,433,0,6.0,86.6,0.0
1362,Laqua Mayes,FCS,Big South,N,Presbyterian,N,Undrafted,11,71,320,3,4.5,29.1,0.3
1363,Larry Dixon,FBS,FBS Independent,N,Army West Point,N,Undrafted,22,301,1807,15,6.0,82.1,0.7
1364,Larry McCammon,FBS,AAC,N,Fla. Atlantic,N,Undrafted,23,342,1682,12,4.9,73.1,0.5
1365,Larry Rose,FBS,Sun Belt,N,New Mexico St.,N,Undrafted,10,186,1102,9,5.9,110.2,0.9
1366,Larry Rose III,FCS,Independent,N,New Mexico St.,N,Undrafted,33,586,3455,28,5.9,104.7,0.8
1367,Larry Rountree,FBS,SEC,Y,Missouri,Y,12.0,48,746,3720,40,5.0,77.5,0.8
1368,Latrele Palmer,FCS,CAA,N,James Madison,N,Undrafted,21,234,1125,5,4.8,53.6,0.2
1369,Latrell Collier,FCS,MEAC,N,N.C. Central,N,Undrafted,35,410,2069,23,5.0,59.1,0.7
1370,Lavon Chaney,FCS,Big South,N,Monmouth,N,Undrafted,32,506,2451,24,4.8,76.6,0.8
1371,Lavon Coleman,FBS,Pac-12,Y,Washington,N,Undrafted,25,252,1417,8,5.6,56.7,0.3
1372,Lawrance Toafili,FBS,ACC,Y,Florida St.,N,Undrafted,21,106,819,6,7.7,39.0,0.3
1373,Lawrence Jones,FCS,Pioneer,N,Morehead St.,N,Undrafted,11,84,415,3,4.9,37.7,0.3
1374,Lazedrick Thompson,FBS,AAC,N,Tulane,N,Undrafted,11,109,533,4,4.9,48.5,0.4
1375,Le'Veon Moss,FBS,SEC,Y,Texas A&M,N,Undrafted,9,96,484,5,5.0,53.8,0.6
1376,LeQuint Allen,FBS,ACC,Y,Syracuse,N,Undrafted,13,245,1064,9,4.3,81.8,0.7
1377,Leddie Brown,FBS,Big 12,Y,West Virginia,N,Undrafted,22,422,2075,22,4.9,94.3,1.0
1378,Lemonte Booker,FCS,MVFC,N,Indiana St.,N,Undrafted,19,288,1382,8,4.8,72.7,0.4
1379,Lenard Tillery,FCS,SWAC,N,Southern U.,N,Undrafted,46,837,4805,45,5.7,104.5,1.0
1380,Lennies McFerren,FCS,OVC,N,Southeast Mo. St.,N,Undrafted,11,126,607,3,4.8,55.2,0.3
1381,Lennox McAfee,FCS,SoCon,N,Wofford,N,Undrafted,25,219,1601,14,7.3,64.0,0.6
1382,Leon Allen,FBS,CUSA,N,Western Ky.,N,Undrafted,24,344,1899,18,5.5,79.1,0.8
1383,Leonard Fournette,FBS,SEC,Y,LSU,Y,1.0,32,616,3830,40,6.2,119.7,1.2
1384,Lepi Lataimua,FCS,Big Sky,N,Cal Poly,N,Undrafted,3,39,144,0,3.7,48.0,0.0
1385,Leshon Williams,FBS,Big Ten,Y,Iowa,N,Undrafted,14,170,821,1,4.8,58.6,0.1
1386,Leshun Jr.,FBS,Big Ten,Y,Iowa,N,Undrafted,25,358,1704,18,4.8,68.2,0.7
1387,Levante Bellamy,FBS,MAC,N,Western Mich.,N,Undrafted,26,471,2700,29,5.7,103.8,1.1
1388,Levi Te'o,FCS,Big Sky,N,Southern Utah,N,Undrafted,12,71,477,4,6.7,39.8,0.3
1389,Levi Teo,FCS,Big Sky,N,Southern Utah,N,Undrafted,13,107,326,2,3.0,25.1,0.2
1390,Lew Nichols,FBS,MAC,N,Central Mich.,Y,16.0,28,595,2971,26,5.0,106.1,0.9
1391,Lewis Washington,FCS,OVC,N,Southeast Mo. St.,N,Undrafted,12,44,375,1,8.5,31.2,0.1
1392,Lexington Joseph,FBS,CUSA,N,FIU,N,Undrafted,12,108,536,5,5.0,44.7,0.4
1393,Lexington Thomas,FBS,Mountain West,N,UNLV,N,Undrafted,46,631,3551,40,5.6,77.2,0.9
1394,Lincoln Pare,FBS,Sun Belt,N,Texas St.,N,Undrafted,21,244,1222,6,5.0,58.2,0.3
1395,Logan Billings,FCS,SoCon,N,The Citadel,N,Undrafted,8,133,511,6,3.8,63.9,0.8
1396,Logan Diggs,FBS,SEC,Y,LSU,N,Undrafted,22,284,1475,11,5.2,67.0,0.5
1397,Logan Holbrook,FCS,Pioneer,N,Morehead St.,N,Undrafted,9,100,433,5,4.3,48.1,0.6
1398,Logan Jones,FCS,Big Sky,N,Montana St.,N,Undrafted,14,147,915,8,6.2,65.4,0.6
1399,Logan Wright,FBS,Sun Belt,N,Ga. Southern,N,Undrafted,25,249,1395,12,5.6,55.8,0.5
1400,Lopini Katoa,FBS,FBS Independent,N,BYU,N,Undrafted,11,84,444,5,5.3,40.4,0.5
1401,Loren Easly,FCS,Southland,N,SFA,N,Undrafted,20,213,1256,11,5.9,62.8,0.6
1402,Lorenzo Bryant Jr.,FCS,CAA,N,Rhode Island,N,Undrafted,8,116,493,4,4.2,61.6,0.5
1403,Lorenzo Harrison,FBS,Big Ten,Y,Maryland,N,Undrafted,21,225,1255,8,5.6,59.8,0.4
1404,Lorenzo Lingard,FBS,MAC,N,Akron,N,Undrafted,12,143,641,4,4.5,53.4,0.3
1405,Lorenzo Long,FCS,SoCon,N,Wofford,N,Undrafted,36,635,3323,41,5.2,92.3,1.1
1406,Lorenzo Taliaferro,FCS,Big South,N,Coastal Carolina,Y,12.0,15,276,1729,27,6.3,115.3,1.8
1407,Lorenzo Ward,FCS,SoCon,N,The Citadel,N,Undrafted,11,179,722,7,4.0,65.6,0.6
1408,Lovell Armstead,FCS,NEC,N,Saint Francis,N,Undrafted,12,115,507,3,4.4,42.2,0.2
1409,Luke Hagy,FCS,Ivy League,N,Cornell,N,Undrafted,28,405,1807,9,4.5,64.5,0.3
1410,Luke Skokna,FCS,MVFC,N,North Dakota,N,Undrafted,7,68,329,4,4.8,47.0,0.6
1411,Lyle McCombs,FBS,AAC,N,UConn,N,Undrafted,12,159,670,5,4.2,55.8,0.4
1412,Lyn-J Dixon,FBS,ACC,Y,Clemson,N,Undrafted,28,166,1182,11,7.1,42.2,0.4
1413,Lyndemian Brooks,FCS,SWAC,N,Prairie View,N,Undrafted,10,92,468,5,5.1,46.8,0.5
1414,Mack Brown,FBS,SEC,Y,Florida,N,Undrafted,12,148,543,4,3.7,45.2,0.3
1415,Madre London,FBS,Big Ten,Y,Michigan St.,N,Undrafted,11,119,500,3,4.2,45.5,0.3
1416,Malachi Imoh,FCS,CAA,N,William & Mary,N,Undrafted,31,294,2109,17,7.2,68.0,0.5
1417,Malakai Rango,FCS,Big Sky,N,Idaho St.,N,Undrafted,15,187,859,6,4.6,57.3,0.4
1418,Malcolm Agnew,FCS,MVFC,N,Southern Ill.,N,Undrafted,11,180,888,6,4.9,80.7,0.5
1419,Malcolm Brown,FBS,Big 12,Y,Texas,N,Undrafted,26,397,1612,15,4.1,62.0,0.6
1420,Malcolm Crockett,FCS,SWAC,N,Southern U.,N,Undrafted,11,104,479,5,4.6,43.5,0.5
1421,Malcolm Cyrus,FCS,SWAC,N,Alabama St.,N,Undrafted,22,367,2254,15,6.1,102.5,0.7
1422,Malcolm Davidson,FBS,CUSA,N,Fla. Atlantic,N,Undrafted,10,102,711,9,7.0,71.1,0.9
1423,Malcolm Perry,FBS,AAC,N,Navy,Y,17.0,38,605,4286,39,7.1,112.8,1.0
1424,Malcolm Summers,FCS,CAA,N,Elon,N,Undrafted,22,339,1859,9,5.5,84.5,0.4
1425,Maleek Irons,FBS,MAC,N,Ohio,N,Undrafted,11,126,831,8,6.6,75.5,0.7
1426,Malik Brown,FCS,Big Sky,N,Southern Utah,N,Undrafted,23,347,1856,15,5.3,80.7,0.7
1427,Malik Davis,FBS,SEC,Y,Florida,N,Undrafted,7,79,526,2,6.7,75.1,0.3
1428,Malik Grant,FCS,NEC,N,Sacred Heart,N,Undrafted,34,638,3144,25,4.9,92.5,0.7
1429,Malik Sherrod,FBS,Mountain West,N,Fresno St.,N,Undrafted,12,172,966,9,5.6,80.5,0.8
1430,Malik Thomas,FCS,NEC,N,Central Conn. St.,N,Undrafted,11,85,469,2,5.5,42.6,0.2
1431,Malik Twyman,FCS,Patriot,N,Colgate,N,Undrafted,11,103,461,6,4.5,41.9,0.5
1432,Malik Walker,FCS,Big Sky,N,Portland St.,N,Undrafted,11,176,879,11,5.0,79.9,1.0
1433,Malik Williams,FBS,ACC,Y,Louisville,N,Undrafted,11,67,531,4,7.9,48.3,0.4
1434,Manusamoa Luuga,FCS,Big Sky,N,UC Davis,N,Undrafted,22,379,1690,17,4.5,76.8,0.8
1435,MarShawn Lloyd,FBS,Pac-12,Y,Southern California,Y,4.0,20,227,1393,18,6.1,69.6,0.9
1436,Marcel Murray,FBS,Sun Belt,N,Arkansas St.,N,Undrafted,24,324,1680,14,5.2,70.0,0.6
1437,Marcellus Calhoun,FCS,Pioneer,N,Marist,N,Undrafted,33,432,1771,23,4.1,53.7,0.7
1438,Marcorus Garrett,FCS,Ivy League,N,Columbia,N,Undrafted,6,93,463,4,5.0,77.2,0.7
1439,Marcus Anderson,FCS,SoCon,N,Furman,N,Undrafted,11,72,314,2,4.4,28.5,0.2
1440,Marcus Bagley,FCS,NEC,N,Saint Francis,N,Undrafted,32,396,1944,10,4.9,60.8,0.3
1441,Marcus Carroll,FBS,Sun Belt,N,Georgia St.,N,Undrafted,24,401,1972,19,4.9,82.2,0.8
1442,Marcus Coker,FCS,CAA,N,Stony Brook,N,Undrafted,11,127,514,4,4.0,46.7,0.4
1443,Marcus Cooper,FCS,Southland,N,UIW,N,Undrafted,35,375,2662,23,7.1,76.1,0.7
1444,Marcus Cox,FBS,Sun Belt,N,App State,N,Undrafted,21,401,2438,18,6.1,116.1,0.9
1445,Marcus Fulcher,FCS,Big Sky,N,Sacramento St.,N,Undrafted,22,195,1055,16,5.4,48.0,0.7
1446,Marcus Hampton,FCS,MEAC,N,Hampton,N,Undrafted,11,72,456,4,6.3,41.5,0.4
1447,Marcus Holliday,FCS,OVC,N,Murray St.,N,Undrafted,11,80,450,3,5.6,40.9,0.3
1448,Marcus Jones,FBS,MAC,N,NIU,N,Undrafted,14,95,527,4,5.5,37.6,0.3
1449,Marcus Knight,FCS,OVC,N,Tennessee Tech,N,Undrafted,23,345,1539,29,4.5,66.9,1.3
1450,Marcus Marshall,FCS,CAA,N,James Madison,N,Undrafted,46,403,2574,25,6.4,56.0,0.5
1451,Marcus Mason,FBS,Pac-12,Y,Washington St.,N,Undrafted,13,87,429,2,4.9,33.0,0.2
1452,Marcus Murphy,FBS,SEC,Y,Missouri,Y,17.0,28,269,1525,13,5.7,54.5,0.5
1453,Marcus Outlow,FBS,Sun Belt,N,Coastal Carolina,N,Undrafted,10,133,661,8,5.0,66.1,0.8
1454,Marcus Shaw,FBS,AAC,N,South Fla.,N,Undrafted,10,156,765,3,4.9,76.5,0.3
1455,Marcus Washington,FCS,Southland,N,Nicholls,N,Undrafted,7,96,413,7,4.3,59.0,1.0
1456,Marcus Williams,FBS,Sun Belt,N,App State,N,Undrafted,12,122,561,4,4.6,46.8,0.3
1457,Marcus Williams Jr.,FBS,CUSA,N,Louisiana Tech,N,Undrafted,34,375,1942,16,5.2,57.1,0.5
1458,Marcus Wiltz,FCS,Southland,N,McNeese,N,Undrafted,13,213,1287,11,6.0,99.0,0.8
1459,Marcus Yarns,FCS,CAA,N,Delaware,N,Undrafted,26,209,1420,17,6.8,54.6,0.7
1460,Mari Adams,FCS,Pioneer,N,Davidson,N,Undrafted,11,164,1019,15,6.2,92.6,1.4
1461,Mario Anderson,FBS,SEC,Y,South Carolina,N,Undrafted,12,143,707,3,4.9,58.9,0.2
1462,Mario Brown,FCS,Big Sky,N,Eastern Wash.,N,Undrafted,27,191,1067,8,5.6,39.5,0.3
1463,Marion Grice,FBS,Pac-12,Y,Arizona St.,Y,15.0,11,191,996,14,5.2,90.5,1.3
1464,Marion Lukes,FBS,MAC,N,Central Mich.,N,Undrafted,12,144,737,5,5.1,61.4,0.4
1465,Mark Allen,FCS,NEC,N,Duquesne,N,Undrafted,10,138,689,4,5.0,68.9,0.4
